id_prod;nome_produto;id_conc;cidade_produto;cep_produto;endereco_produto;estado_produto;data_produto;tipo_oferta;grande_area;sub_area;pubico_alvo;faixa_peco;duração;maturidade;100% Online
864;Contabilidade com Ênfase em Tributos;12;Rua Antonio Calixto Da Cunha, 146;;Conceição do Coite;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
865;Contabilidade com Ênfase em Tributos;12;Loteamento Curaca 2, 126;;Curaçá;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
866;Contabilidade com Ênfase em Tributos;12;Avenida Getúlio Vargas, 523;;Feira de Santana;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
867;Contabilidade com Ênfase em Tributos;12;Rua Rio Iguaçu, 397;;Irecê;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
868;Contabilidade com Ênfase em Tributos;12;Av. Mestre Lula, 421;;Juazeiro;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
869;Contabilidade com Ênfase em Tributos;12;Avenida Santos Dumont, 3475;;Lauro de Freitas;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
870;Contabilidade com Ênfase em Tributos;12;Rua 21 De Abril, 65;;Madre de Deus;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
871;Contabilidade com Ênfase em Tributos;12;Rua Padre Lourenço, 503;;Paulo Afonso;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
872;Contabilidade com Ênfase em Tributos;12;Rua Cova da Moça, 225;;Porto Seguro;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
873;Contabilidade com Ênfase em Tributos;12;;;Presidente Tancredo Neves;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
874;Contabilidade com Ênfase em Tributos;12;Rua Doutor José Peroba, 297;;Salvador;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
875;Contabilidade com Ênfase em Tributos;12;Avenida Engenharia Atila Menezes, 260;;Santa Ines;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
876;Contabilidade com Ênfase em Tributos;12;Rua Visconde do Rio Branco, 42;;Senhor do Bomfim;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
877;Contabilidade com Ênfase em Tributos;12;Rua Massanori Nagao, 281;;Teixeira de Freitas;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
878;Contabilidade com Ênfase em Tributos;12;Avenida Presidente Tancredo Neves, 0;;Teolândia;BA;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
879;Contabilidade com Ênfase em Tributos;12;Avenida São Vicente De Paula, 246;;Boa Viagem;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
880;Contabilidade com Ênfase em Tributos;12;Rua da Independencia, 412;;Camaçari;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
881;Contabilidade com Ênfase em Tributos;12;Rua Pedro Gomes da Rocha, 530;;Caucaia;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
882;Contabilidade com Ênfase em Tributos;12;Rua 309 (Conjunto Nova Metropole), 64;;Caucaia;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
883;Contabilidade com Ênfase em Tributos;12;Avenida Dom Luis, 730;;Fortaleza;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
884;Contabilidade com Ênfase em Tributos;12;Avenida Frei Cirilo, 4454;;Fortaleza;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
885;Contabilidade com Ênfase em Tributos;12;Rua Padre Bezerra, 2321;;Itapipoca;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
886;Contabilidade com Ênfase em Tributos;12;Avenida Wilson Roriz, 566;;Jardim;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
887;Contabilidade com Ênfase em Tributos;12;Rua Santa Luzia, 2436;;Jijoca de Jericoacoara;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
888;Contabilidade com Ênfase em Tributos;12;Rua Coronel Alexandrino, 1030;;Limoeiro do Norte;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
889;Contabilidade com Ênfase em Tributos;12;Rua Santos Dumont, 254;;Milagres;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
890;Contabilidade com Ênfase em Tributos;12;Avenida Doutor José Arimatéia Monte e Silva, 585;;Sobral;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
891;Contabilidade com Ênfase em Tributos;12;Rua Deputado Manoel Francisco;;Tiangua;CE;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
892;Contabilidade com Ênfase em Tributos;12;SCN Quadra 6 Conjunto A - 2º Subsolo, 0;;Brasilia;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
893;Contabilidade com Ênfase em Tributos;12;Qs 01 Rua 212 Lotes 11, 13 E 15, 11;;Brasilia;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
894;Contabilidade com Ênfase em Tributos;12;QS 1 Rua 210, 40;;Brasilia;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
895;Contabilidade com Ênfase em Tributos;12;Quadra 21 Conjunto N, 0;;Brasilia;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
896;Contabilidade com Ênfase em Tributos;12;Quadra 203 Conjunto 1, 0;;Brasilia;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
897;Contabilidade com Ênfase em Tributos;12;Quadra 03, Conjunto 15, Lote 05, 0;;Brasilia;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
898;Contabilidade com Ênfase em Tributos;12;1A Etapa Qn 8D Conjunto 5, 0;;Brasilia;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
899;Contabilidade com Ênfase em Tributos;12;SCLRN 707, 0;;Brasilia;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
900;Contabilidade com Ênfase em Tributos;12;ADE Quadra 1, 0;;Ceilândia;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
901;Contabilidade com Ênfase em Tributos;12;QS 406 Conjunto EComércio, 0;;Samambaia;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
902;Contabilidade com Ênfase em Tributos;12;Avenida Central, 251;;São Sebastião;DF;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
903;Contabilidade com Ênfase em Tributos;12;Rua Erothildes Penna Medina, 600;;Vila Velha;ES;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
904;Contabilidade com Ênfase em Tributos;12;Quadra 1A, Lotes 3/4, 0;;Águas Lindas de Goiás;GO;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
905;Contabilidade com Ênfase em Tributos;12;Avenida Universitária, 638;;Anápolis;GO;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
906;Contabilidade com Ênfase em Tributos;12;Avenida Presidente Kennedy, 2759;;Anápolis;GO;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
907;Contabilidade com Ênfase em Tributos;12;Rua Viriato Cunha, 280;;Cachoeira Alta;GO;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
908;Contabilidade com Ênfase em Tributos;12;Avenida João Marinho de Souza, 0;;Carmo do Rio Verde;GO;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
909;Contabilidade com Ênfase em Tributos;12;Avenida Rio Verde, 2057;;Castelandia;GO;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
910;Contabilidade com Ênfase em Tributos;12;Avenida Raulina Fonseca Pascoal, 2190;;Catalão;GO;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
911;Contabilidade com Ênfase em Tributos;12;Av. Brasil, 1606;;Ceres;GO;15/11/2021;1;1;1.1;2;999,99;360;4;Sim
912;Contabilidade, Perícia e Auditoria;12;Rua Iguaçu, 209;;Blumenau;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
913;Contabilidade, Perícia e Auditoria;12;Rua Baleia Jubarte, 242;;Bombinhas;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
914;Contabilidade, Perícia e Auditoria;12;Avenida Cantorio Florentino da Silva, 0;;Canelinha;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
915;Contabilidade, Perícia e Auditoria;12;Rua Vidal Ramos, 1087;;Canoinhas;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
916;Contabilidade, Perícia e Auditoria;12;Rua Duque de Caxias, 131;;Chapeco;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
917;Contabilidade, Perícia e Auditoria;12;Rua Henrique Lage, 410;;Criciuma;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
918;Contabilidade, Perícia e Auditoria;12;Av. Osvaldo Rodrigues Cabral, 1570;;Florianópolis;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
919;Contabilidade, Perícia e Auditoria;12;Rodovia João Gualberto Soares - Sala 106/112, 56;;Florianópolis;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
920;Contabilidade, Perícia e Auditoria;12;Rodovia Sc - 437 Km 03, 0;;Garopaba;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
921;Contabilidade, Perícia e Auditoria;12;Avenida Dos Ganchos, 304;;Governador Celso Ramos;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
922;Contabilidade, Perícia e Auditoria;12;Rua Geronimo Correa - Sala 01, 175;;Guaramirim;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
923;Contabilidade, Perícia e Auditoria;12;Rua Marechal Floriano Peixoto, 520;;Indaial;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
924;Contabilidade, Perícia e Auditoria;12;Rua Professor Iteir Vitorio Carvalho, 60;;Itaiópolis;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
925;Contabilidade, Perícia e Auditoria;12;Rua 248, Nº 322, Salas 701 A 705, 322;;Itapema;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
926;Contabilidade, Perícia e Auditoria;12;Rua do Principe, 651;;Itapoá;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
927;Contabilidade, Perícia e Auditoria;12;Rua Major Julio Ferreira, 687;;Jaragua do Sul;SC;15/11/2021;2;1;1.1;2;999,99;360;4;Não Definido
928;Contabilidade, Perícia e Auditoria;12;Rua Presidente Campos Salles, 850;;Joinville;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
929;Contabilidade, Perícia e Auditoria;12;Rua Nove de Março, 372;;Joinville;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
930;Contabilidade, Perícia e Auditoria;12;Rua Fátima, 22;;Joinville;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
931;Contabilidade, Perícia e Auditoria;12;Rua Marechal Floriano Peixoto, 674;;Mafra;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
932;Contabilidade, Perícia e Auditoria;12;Avenida Olinkraft, 2823;;Otacilio Costa;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
933;Contabilidade, Perícia e Auditoria;12;Rua Coronel Bernardino Machado;;Palhoça;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
934;Contabilidade, Perícia e Auditoria;12;Rua José Boiteux, 351;;Porto União;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
935;Contabilidade, Perícia e Auditoria;12;Rua Rosa Pereira, 210;;Presidente Getúlio;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
936;Contabilidade, Perícia e Auditoria;12;Rua Mansur Elias, 280;;Santo Amaro da Imperatriz;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
937;Contabilidade, Perícia e Auditoria;12;Rua Padre Fidalgo, 77;;São João Batista;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
938;Contabilidade, Perícia e Auditoria;12;Rua Luiz Fagundes, 1680;;São José;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
939;Contabilidade, Perícia e Auditoria;12;Avenida Presidente Kennedy, 195;;São José;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
940;Contabilidade, Perícia e Auditoria;12;Rua Santo Antônio, 855;;São José;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
941;Contabilidade, Perícia e Auditoria;12;Avenida Emilia Ramos, 751;;Tijucas;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
942;Contabilidade, Perícia e Auditoria;12;Rua Boleslau Polanski, 436;;Três Barras;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
943;Desenvolvimento Humano em Gestão de Projetos;12;Rua Iguaçu, 209;;Blumenau;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
944;Desenvolvimento Humano em Gestão de Projetos;12;Rua Baleia Jubarte, 242;;Bombinhas;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
945;Desenvolvimento Humano em Gestão de Projetos;12;Avenida Cantorio Florentino da Silva, 0;;Canelinha;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
946;Desenvolvimento Humano em Gestão de Projetos;12;Rua Vidal Ramos, 1087;;Canoinhas;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
947;Desenvolvimento Humano em Gestão de Projetos;12;Rua Duque de Caxias, 131;;Chapeco;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
948;Desenvolvimento Humano em Gestão de Projetos;12;Rua Henrique Lage, 410;;Criciuma;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
949;Desenvolvimento Humano em Gestão de Projetos;12;Av. Osvaldo Rodrigues Cabral, 1570;;Florianópolis;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
950;Desenvolvimento Humano em Gestão de Projetos;12;Rodovia João Gualberto Soares - Sala 106/112, 56;;Florianópolis;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
951;Desenvolvimento Humano em Gestão de Projetos;12;Rodovia Sc - 437 Km 03, 0;;Garopaba;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
952;Desenvolvimento Humano em Gestão de Projetos;12;Avenida Dos Ganchos, 304;;Governador Celso Ramos;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
953;Desenvolvimento Humano em Gestão de Projetos;12;Rua Geronimo Correa - Sala 01, 175;;Guaramirim;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
954;Desenvolvimento Humano em Gestão de Projetos;12;Rua Marechal Floriano Peixoto, 520;;Indaial;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
955;Desenvolvimento Humano em Gestão de Projetos;12;Rua Professor Iteir Vitorio Carvalho, 60;;Itaiópolis;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
956;Desenvolvimento Humano em Gestão de Projetos;12;Rua 248, Nº 322, Salas 701 A 705, 322;;Itapema;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
957;Desenvolvimento Humano em Gestão de Projetos;12;Rua do Principe, 651;;Itapoá;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
958;Desenvolvimento Humano em Gestão de Projetos;12;Rua Major Julio Ferreira, 687;;Jaragua do Sul;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
959;Desenvolvimento Humano em Gestão de Projetos;12;Rua Presidente Campos Salles, 850;;Joinville;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
960;Desenvolvimento Humano em Gestão de Projetos;12;Rua Nove de Março, 372;;Joinville;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
961;Desenvolvimento Humano em Gestão de Projetos;12;Rua Fátima, 22;;Joinville;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
962;Desenvolvimento Humano em Gestão de Projetos;12;Rua Marechal Floriano Peixoto, 674;;Mafra;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
963;Desenvolvimento Humano em Gestão de Projetos;12;Avenida Olinkraft, 2823;;Otacilio Costa;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
964;Desenvolvimento Humano em Gestão de Projetos;12;Rua Coronel Bernardino Machado;;Palhoça;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
965;Desenvolvimento Humano em Gestão de Projetos;12;Rua José Boiteux, 351;;Porto União;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
966;Desenvolvimento Humano em Gestão de Projetos;12;Rua Rosa Pereira, 210;;Presidente Getúlio;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
967;Desenvolvimento Humano em Gestão de Projetos;12;Rua Mansur Elias, 280;;Santo Amaro da Imperatriz;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
968;Desenvolvimento Humano em Gestão de Projetos;12;Rua Padre Fidalgo, 77;;São João Batista;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
969;Desenvolvimento Humano em Gestão de Projetos;12;Rua Luiz Fagundes, 1680;;São José;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
970;Desenvolvimento Humano em Gestão de Projetos;12;Avenida Presidente Kennedy, 195;;São José;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
971;Desenvolvimento Humano em Gestão de Projetos;12;Rua Santo Antônio, 855;;São José;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
972;Desenvolvimento Humano em Gestão de Projetos;12;Avenida Emilia Ramos, 751;;Tijucas;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
973;Desenvolvimento Humano em Gestão de Projetos;12;Rua Boleslau Polanski, 436;;Três Barras;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
974;Economia Criativa;12;Rua Iguaçu, 209;;Blumenau;SC;15/11/2021;4;4;4.1;2;999,99;360;4;Não Definido
975;Finanças Corporativas Equity, Growth e Mergers and Acquisitions (M&A);12;Rua Iguaçu, 210;;Blumenau;SC;15/11/2021;4;1;1.1;2;999,99;360;4;Não Definido
976;Gestão de Custos e Planejamento Estratégico;12;Rua Iguaçu, 211;;Blumenau;SC;15/11/2021;4;1;1.1;2;999,99;360;2;Não Definido
977;Gestão de Operações;12;Rua Iguaçu, 212;;Blumenau;SC;15/11/2021;4;4;4.1;2;999,99;360;2;Não Definido
978;Liderança e Gestão de Equipes de Alta Performance;12;Rua Iguaçu, 213;;Blumenau;SC;15/11/2021;4;3;3.4;2;999,99;360;2;Não Definido
979;MBA Executivo em Negócios e Competencias Digitais;12;;;;;15/11/2021;4;3;3.4;2;999,99;360;2;Não Definido
980;MBA em Comércio Exterior;12;;;;;15/11/2021;4;2;2.6;2;999,99;360;3;Não Definido
981;MBA em Consultoria Empresarial;12;;;;;15/11/2021;4;3;3.4;2;999,99;360;3;Não Definido
982;MBA em Economia Financeira;12;;;;;15/11/2021;4;1;1.1;2;999,99;360;3;Não Definido
983;MBA em Empreendedorismo Contabil;12;;;;;15/11/2021;4;1;1.1;2;999,99;360;3;Não Definido
984;MBA em Finanças com Ênfase em mercado de capitais;12;;;;;15/11/2021;4;1;1.1;2;999,9;360;3;Não Definido
985;MBA em Finanças e Análise de Riscos;12;;;;;15/11/2021;4;1;1.1;2;999,99;360;3;Não Definido
986;Como Vender pelo Whatsapp;9;;;;;15/11/2021;1;2;2.4;2;135;6;1;Sim
987;Live - Os Três Pilares do Comercial On/Off;9;;;;;15/11/2021;1;2;2.4;2;Gratuito;1;1;Sim
988;Inteligência Emocional e Gestão de Conflitos;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;15/11/2021;2;3;3.2;3;291;6;1;Não Definido
989;Empretec;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;15/11/2021;2;3;3.2;1;Sob Consulta;60;3;Não Definido
990;Reforma Trabalhista;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;15/11/2021;2;6;6.2;2;250;6;1;Não Definido
991;Controle Financeiro para Meis;9;;;;;15/11/2021;1;1;1.1;2;168;6;1;Sim
992;Live - Linhas de Crédito e Perspectivas Econômicas;9;;;;;15/11/2021;1;1;1.1;2;Gratuito;0,5;1;Sim
993;Workshop Lojista Influencer - Potencialize sua Presença Digital;9;;;;;15/11/2021;1;4;4.7;2;159;9;1;Sim
994;Stortelling + Design de Apresentações = Como Vender sua Idéia;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;15/11/2021;2;2;2.3;2;315;9;1;Não Definido
995;LGPD – Lei Geral de Proteção de Dados;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;15/11/2021;2;6;6.1;2;Gratuito;2;1;Não Definido
996;Gerentes Treinadores;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;15/11/2021;2;3;3.2;2;300;9;2;Não Definido
997;Vendas por telefone e Pós Venda;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;2;2.4;3;321;9;1;Não Definido
998;Rotinas Trabalhistas em RH;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;4;4.1;2;294;9;1;Não Definido
999;PSL - Programa de Supervisão de Lojas;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;3;3.2;2;310;9;1;Não Definido
1000;Programa de Capacitação em Vendas e Atendimento;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;2;2.4;2;240;12;1;Não Definido
1001;Preço Certo - Precificando Vendas Físicas e Online;9;;;;;22/11/2021;1;2;2.5;2;99;3;1;Sim
1002;Imersão Prática a Loja que Vende;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;2;2.4;2;756;12;2;Não Definido
1003;Desenvolvimento de Liderança e Gerenciamento de Equipes;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;3;3.4;2;291;6;2;Não Definido
1004;Gestão Financeira na Prática;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;1;1.1;2;345;12;2;Não Definido
1005;Capacitação em Vendas e Atendimento;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;2;2.4;3;294;12;1;Não Definido
1006;Coaching Executivo;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;3;3.4;2;645;12;2;Não Definido
1007;Gestão de Pequenos Negócios;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;1;1.1;2;320;12;2;Não Definido
1008;Clínica de Vendas;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;2;2.4;2;110;3;2;Não Definido
1009;Controle de Estoque;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;4;4.3;2;220;9;1;Não Definido
1010;Expertise em Vendas: Novas Práticas para 2021;9;;;;;22/11/2021;1;2;2.4;2;183;6;1;Sim
1011;Conceitos Básicos e Novas Tendências de Marketing Digital Aplicadas ao Novo Varejo;9;;;;;22/11/2021;1;2;2.7;2;135;6;1;Sim
1012;Desafios do E- Commerce: Tendências para o Novo Varejo;9;;;;;22/11/2021;1;2;2.4;2;Gratuito;Não Definido;1;Sim
1013;Formação de Gerentes de Alto Desempenho;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;2;2.4;2;345;12;2;Não Definido
1014;Inteligência Emocional;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;3;3.2;2;245;6;2;Não Definido
1015;Atendimento ao Cliente;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;22/11/2021;2;3;3.2;2;200;6;1;Não Definido
1016;Gatilhos Mentais em Vendas Online;9;;;;;22/11/2021;1;2;2.4;2;135;6;2;Sim
1017;As Mudanças no Universo Comercial e uma Nova Gestão de Equipes;9;;;;;23/11/2021;1;3;3.2;2;Gratuito;Não Definido;1;Sim
1018;Inteligência Emocional para Gestão de Equipes: Sensibilidade em Tempo de Crise;9;;;;;23/11/2021;1;3;3.2;2;Gratuito;1;1;Sim
1019;Como Aumentar a Receita do meu Negócio? Caso pratico de varejistas de Florianópolis no atual cenário do mundo;9;;;;;23/11/2021;1;2;2.4;2;Gratuito;1;2;Sim
1020;Coaching em Vendas;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;23/11/2021;2;2;2.4;2;580;12;2;Não Definido
1021;Programa de Vendas;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;23/11/2021;2;2;2.4;2;265;12;2;Não Definido
1022;Visual Merchandising;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;23/11/2021;2;4;4.5;2;200;6;1;Não Definido
1023;Palestra Vitrine e Tendência;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;23/11/2021;2;4;4.5;2;Gratuito;3;1;Não Definido
1024;Segredos para Captar mais Clientes, aumentar Taxa de Conversão e o Lucro do seu Negócio;9;;;;;23/11/2021;1;2;2.1;2;Gratuito;1;1;Sim
1025;Monte sua loja na internet;9;;;;;23/11/2021;1;4;4.7;2;120;6;1;Sim
1026;Cálculos de Departamento Pessoal;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;23/11/2021;2;1;1.1;2;291;9;2;Não Definido
1027;Marketing Digital com Emoção - Gerando Empatia em seus Clientes;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;23/11/2021;2;2;2.4;2;290;12;2;Não Definido
1028;APN - Administração de PequenosNegócios - A Arte de Gerenciar com Facilidade/2017;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;23/11/2021;2;1;1.1;2;320;14;2;Não Definido
1029;Desenvolvimento de Liderança;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;23/11/2021;2;3;3.4;2;291;6;2;Não Definido
1030;Estratégias de Captação, Posicionamento e Customer Success;9;;;;;23/11/2021;1;2;2.4;2;147;6;2;Sim
1031;Planejamento Financeiro na prática;9;;;;;23/11/2021;1;1;1.1;2;80;4;2;Sim
1032;Digital Commerce: Como Alavancar o seu Negócio pela Internet;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;23/11/2021;2;2;2.4;2;234;6;1;Não Definido
1033;Branding, Stortelling e Powerpoint;9;;;;;23/11/2021;1;4;4.1;2;120;6;2;Sim
1034;Startup Growth;9;;;;;23/11/2021;1;5;5.1;2;Sob Consulta;18;4;Sim
1035;Venda onde seu Cliente quiser Comprar;9;;;;;23/11/2021;1;2;2.4;2;Gratuito;1;1;Sim
1036;LGPD na Prática - Adaptações necessárias e Urgentes a nova Lei;9;;;;;23/11/2021;1;6;6.1;2;250;6;2;Sim
1037;Gestão de Compras e Estoque para Lojas Físicas e Online;9;;;;;24/11/2021;1;4;4.7;2;105;3;1;Sim
1038;Gestão - Workshop;9;CDL de Florianópolis – Rua Felipe Schmidt, 679;;Florianópolis;SC;24/11/2021;2;3;3.2;2;360;12;2;Não Definido
1039;Jornada do Cliente, Omnichannel e Precificação de Vendas Online;9;;;;;24/11/2021;1;2;2.4;2;120;6;2;Sim
